"","ID","empirical","comment","loop_concept","level","perspective","dim1","dim2","dim3","dim4","dim5","actor_TEXT","viewpoint_TEXT","topic_TEXT","other_TEXT","outlet_TEXT","def_yn","defcit","def","n_studies","n_study","dep_yn","ca_yn","ind_yn","Q139","n_coders","Q141","Q143","Q145","n_coders2","rel_yn","rel_meth","rel_criterion","rel_morethanone","sample_size","rel_size","rel_n_coders","rel_n_coders2","med1","measured_yn","Q25_1_TEXT","med2","Q53","Q54","Q55","Q56","Q57","Q59","Q60","Q61","Q62","Q63","Q64","Q65","Q66","Q68","Q69","Q70","Q71","Q72","Q73","Q74","Q77","Q78","Q79","Q80","med3","Q82","Q83","Q84","Q85","Q87","Q88","Q89","Q90","Q91","Q92","Q93","Q96","Q97","Q98","Q99","loop_stat_variable","stat_dep","stat_group_sig","stat_group_sig_dep","stat_grouptext","stat_ind","stat_posneg","stat_sig","stat_test","dimension","autom","math","measurecit","method","metr","metr2","procedure","qual","abstract","author","doi","outlet","title_full","year"
"230","004615@2009.nl","Yes","Multiperspectivalness is mentioned but it is hard to see the difference/distinction from diversity or pluralism. External and internal pluralism and a diversity of frames and topics are discussed, mostly measured using the HHI and counts of frames/topics. ","plu","media_out,media_1sec","supply",NA,NA,NA,NA,NA,NA,"frames","topics",NA,NA,"No",NA,NA,"1","1","No","Yes","No",NA,"More than one coder",NA,NA,NA,"3","Yes","Holsti's method","0.751","No","see above","see above","More than one coder","3","Newspaper (offline)","Yes",NA,"No second medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,", , , , , , ",NA,NA,NA,NA,"viewpoint","No","HHI","Dowd et al., 2002; Batman, 2006","Content Analysis (quantitative, manual or (semi-)annotated )","NA; NA; NA; NA",NA,"Drawing on this data on total news coverage, how then do we assess the internal and exteinal
pluralism of French and US. national newspapers? One way of measuring ﬁeld and frame
diversity across total news coverage is provided by the Herﬁndahl index, which has been used
fruitfully by cultural sociologists to measure homogeneity (e.g., Dowd et al., 2002; Batman,
2006). I use the Herﬁndahl index to measure the extent to which news coverage is concentrated or
dispersed relatively evenly across the sixteen institutional ﬁeld categories (“institutional
concentration index"" or ICI) and 10 immigration—related ideological frames (“frame
concentration index"" or FCI). The index is calculated simply by squaring the percentage
that each institutional ﬁeld or frame appears in a given newspaper (relative to all ﬁelds or frames
appearing in its news coverage) and then summing the total. The highest possible score is 10,000
(indicating total dominance by a single frame or ﬁeld, i.e., 100 x 100); how low it goes depends
on the number of categories in the model, but the lower the score the more even the dispersion of
coverage across the range of possible institutional ﬁelds or frames.",NA,"Democratic normative theory suggests that the NEWS MEDIA should promote a broad range of viewpoints, yet little research has attempted to identify and explain variations in press multiperspectivalness. This article introduces new generalizable measures of","Benson, R","10.1016/j.poetic.2009.09.002","Poetics","{What makes NEWS more multiperspectival? A field analysis}","2009"
"231","005974@2013.nl","Yes","Does talk about pluralism in the introduction and about diversity in the discussion - does however not measure either really. Uses the frequencies of ideologies to claim that there is no diversity in the online newspapers, although it is never formally measured. ","plu","media_mark","supply",NA,NA,NA,NA,NA,NA,NA,NA,"internal, external",NA,"Yes","Hallin and Manchini, 2004","Hallin and Mancini provide ample evidence of the high level of politicization in their model, and researchers of media pluralism and media ideology in Spain and other Mediterranean countries have recurrently studied this politicized scenario, providing different examples of the external pluralism mentioned above. External pluralism is a situation in which social and political diversity is not reflected across every media outlet. Under this scenario, every media outlet misses out on the representation of different cultural groups and divergent political or ideological opinions and viewpoints. Yet, diversity is supposed to be found within all outlets, due to the diversity of suppliers and/or media owners (Doyle 2002, 12). ","1","1","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The media (market) in general","No",NA,"No second medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,", , , , , , ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA; NA; NA; NA",NA,NA,NA,"This study examines the ideological slant of Spanish digital-native opinion JOURNALISm. Political-ideological PLURALism is a well-researched topic in MEDIA and JOURNALISm studies, yet there is less research regarding this topic when it comes to exclusivel","Pineda, A and Almiron, N"," ","TripleC","{Ideology, politics, and opinion JOURNALISm: A content analysis of Spanish online-only NEWSpapers}","2013"
"232","005245@2007.nl","Yes","Pluralism and diversity again used interchangeably. Looks at the diversity of coverage of 9/11 in different countries' newspapers. Uses a mathematical procedure that seems similar to Shannons entropy (about equal coverage of all different viewpoints).","plu","media_1sec","supply",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","See above","See above (used interchangeably with diversity)","1","1","No","Yes","No",NA,"Not reported",NA,NA,NA,NA,"Yes","Cohen's kappa","0.72","No","2172","8%","Not reported",NA,"Newspaper (offline)","Yes",NA,"No second medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,", , , , , , ",NA,NA,NA,NA,"viewpoint","No","See above","See above","Content Analysis (quantitative, manual or (semi-)annotated )","NA; NA; NA; NA",NA,"See above",NA,"The relationship between democracy and press PLURALism is assessed in seven countries: China, Colombia, Egypt, Germany, India, Lithuania, and Russia. The term ""PLURALism"" is defined as the extent to which DIVERSe and competing views appear in the content","Woods, J","10.1016/j.soscij.2007.03.014","Social Science Journal","{Democracy and the press: A comparative analysis of PLURALism in the international print MEDIA}","2007"
"233","000291@2018.nl","Yes","Social pluralism and diversity are mostly used interchangeably, diversity mostly mentioned in the form of an indicator  of pluralism, but it does not really become clear (or is explained). Social pluralism is the airtime of actors, but it is seen as between content and viewpoint diversity (hard to tell why). Measurement is comparative between outlets and uses chi-square and Cramer's V to see differences, but does not give an indication of whether that is good (only which one is higher). Also calculates an index of dissimilarity to compare the distributions between groups. ","plu","media_out,media_1sec","supply",NA,NA,NA,NA,NA,"social pluralism",NA,NA,NA,NA,"Yes"," Valcke (2011)","This paper concentrates on social pluralism in the media, which is the ability of the mass media to describe and take into account the different cat- egories of citizens in a society. Hence, the present study adopts what Valcke (2011) calls the “reflective dimension” of pluralism, which “can be conceived and interpreted in a socio- demographic sense to refer to the proportional representation of different communities in the media” (207).

degree of internal social pluralism, that is, the distribution of airtime amongst social actors within the state-controlled TV channels1 (Rai 1, Rai 2 and Rai 3) and, separately, within the three Mediaset channels controlled by Berlusconi’s family (Rete 4, Canale 5 and Italia 1). 

Secondly, we evaluated the differences in social pluralism between private and state- controlled free-to-air television channels (external pluralism).

Firstly, our concept of “social pluralism” lies between content diversity and viewpoint diversity, since we consider the distribution of the TV airtime across different social actors. ","1","1","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Television","Yes",NA,"No second medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,", , , , , , ","Berlusconi ","Negative influence","Yes","Regression","actor","No","See above","See above","Analysis of secondary data (most likely from another content analysis)","NA; NA; NA; NA",NA,"See above",NA,"This paper measures social PLURALism in the most popular free-to-air TV groups in Italy (Rai, a state-controlled company, and MEDIAset, owned by Berlusconi's family) between 2008 and 2014. MEDIA social PLURALism is the ability of the mass MEDIA to describ","Mangani, A and Tarrini, E","10.1080/13183222.2018.1463044","Javnost","{Social PLURALism in Public and Private Television Broadcasting}","2018"
"234","000007@2019.nl","Yes","What could be changed: Echo chamber not really substantively discussed
Filter bubble and diversity both examined at the same time, but for filter bubble experimental (difference between links of users) while for diversity frequency counts. ","fil","media_2sec","exposure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Pariser (2011)","Regarding personalization, a primary concern about algorithms as
news gatekeepers is their capacity to tailor information encounters,
typically described as leading to echo chambers (Sunstein, 2002, 2018)
or “filter bubbles” (Pariser, 2011). This personalization, it is argued,
limits what people see and experience, particularly from opposing
viewpoints, and ultimately may narrow their knowledge and choices","1","1","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Newspaper (online)","Yes",NA,"No second medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,", , , , , , ","Google Algorithm","Close to no influence","These findings partially align with those of Fletcher and Nielsen (forthcoming), who found that usage of search engines for news discovery does not lead to echo chambers","Comparing the sources presented to different users (only inspection, no formal test)","outlet","No",NA,NA,"Experiment","NA; NA; NA; NA",NA,"By contrast, our study compares real-world searches conducted simultaneously by 168 people across the United States who used their personal accounts",NA,"Machines are increasingly aiding or replacing humans in JOURNALIStic work, primarily in NEWS distribution. We examined whether NEWS recommendation engines contribute to FILTER BUBBLEs and fragmented NEWS audiences by asking a DIVERSE set of real-world par","Nechushtai, E and Lewis, S C","10.1016/j.chb.2018.07.043","Computers in Human Behavior","{What kind of NEWS gatekeepers do we want machines to be? FILTER BUBBLEs, fragmentation, and the normative dimensions of algorithmic recommendations}","2019"
"235","000142@2018.nl","Yes","Measuring filter bubbles based on link overlap and LDA modelling. Only issue is that it is not specifically about media content (but about the News Feed), but close enough. Diversity is in detailed mentioned in the theory section but not really measured or mentioned in the rest of the article. ","fil","media_out","exposure",NA,NA,NA,NA,NA,NA,NA,NA,"Links shared",NA,"Yes","Pariser (2011), Sunsteine (2017,2001)","Pariser (2011) among others (Sunstein 2017, 2001) predicted the rise of “echo
chambers” in these filter bubbles as characterized by users exposed to only confirming
opinions/content (Flaxman, Goel, and Rao 2016).","1","1","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Facebook","Yes",NA,"No second medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,", , , , , , ","number of Facebook groups","Negative influence","Yes","Regression","topic","Yes","Having trained the model on 100 topics, we measure the topical (dis-)similarity as the Kullback–Leibler (KL) divergence (Kullback and Leibler 1951) between any pair of documents as represented in the model (i.e., as probability distributions of lexical topics). This results in a 1,000","Zhao et al. 2011 and Kullback and Leibler 1951","LDA","NA; NA; NA; NA","No","Having trained the model on 100 topics, we measure the topical (dis-)similarity as the Kullback–Leibler (KL) divergence (Kullback and Leibler 1951) between any pair of documents as represented in the model (i.e., as probability distributions of lexical topics). focusing on using LDA as a way to capture each participant’s semantic space and compare this to other participants to see if we find similar bubbles, but now in user-produced content as a defining characteristic content type in the News Feed compared to other news sources such as newspaper websites.",NA,"In the backdrop of interests in social MEDIA NEWS and polarization the aim of this study is to examine to what extent we are exposed to the same “NEWS” in the NEWS Feed? The article defines NEWS not from a classical position but from the content that","Bechmann, A and Nielbo, K L","10.1080/21670811.2018.1510741","Digital JOURNALISm","{Are We Exposed to the Same “NEWS” in the NEWS Feed?: An empirical analysis of FILTER BUBBLEs as information similarity for Danish FACEBOOK users}","2018"
"236","000143@2018.nl","Yes","Talking about filter bubbles and echo chambers, but not explicitly measuring them; instead measuring diversity and taking this as an indicator to talk about filter bubbles","fil","media_1sec","exposure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Pariser (2011)","But it has also prompted fears over the possible
emergence of echo chambers and filter bubbles. Though these concerns are subtly different,
both are rooted in the idea that ever more responsive algorithmic selection will narrow
the range of information people are exposed to. With filter bubbles, the idea is that
certain information will be hidden from people, either because it is deemed unpopular,
of low quality, or does not match with the preferences, interests, and beliefs inferred
from their past behaviour (Pariser 2011).","1","1","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Online news","No",NA,"No second medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,", , , , , , ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA; NA; NA; NA",NA,NA,NA,"Search engines are an absolutely central part of the web. Yet we know relatively little about how they shape NEWS consumption. In this study, we use survey data from four countries (UK, USA, Germany, Spain) to compare the NEWS repertoires of those who say","Fletcher, R and Nielsen, R K","10.1080/21670811.2018.1502045","Digital JOURNALISm","{Automated SERENDIPity: The effect of using search engines on NEWS repertoire balance and DIVERSity}","2018"
"237","000286@2018.nl","Yes","Filter bubbles and echo chambers are again used basically interchangeably

Filter bubbles are not explicitly operationalised as pro- and counter-attitudinal news exposure, but it is very clearly mentioned in the theory and results/discussion, that this is seen as operationalization","fil","media_out","exposure",NA,NA,NA,NA,NA,NA,"Partisan online news exposure",NA,NA,NA,"Yes","Pariser(2011)","These changes in news information flow have led scholars
and journalists to voice concern that social media is promoting filter bubbles where
people are isolated from news due to personalized filtering and echo chambers where
people are increasingly surrounded by information shared from like-minded friends
and acquaintances (Pariser, 2011; Sunstein, 2017).","1","1","Yes","No","Yes","Positive influence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Facebook","Yes",NA,"No second medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Polarization",NA,"Yes",", , , , , , ","Facebook news usage","Negative influence","Yes","Regression","viewpoint","No",NA,NA,"Survey","NA; NA; NA; NA",NA,"Partisan online news exposure was measured using two items for both conservative and
liberal sources. Again, responses were coded from 0 (Never) to 5 (Several times a day).
For conservative sources, participants were asked how often they used ‘The website of a
major national news organization that is frequently characterized as favoring conservative
positions or Republican candidates, such as The Wall Street Journal or FOX News’ and
‘The website of a politically conservative online news organization or blog, such as Drudge
Report, TownHall or the Cybercast News Service (CNS News)’ (Mw1 = 1.30, SDw1 = 1.35,
S-Bw1 = .66, Mw2 = 1.23, SDw2 = 1.33, S-Bw2 = .71, Mw3 = 1.28, SDw3 = 1.32, S-Bw3 = .69).
For liberal sources, participants were asked how often they used ‘The website of a
major national news organization that is frequently characterized as favoring liberal positions
or Democratic candidates, such as The New York Times or MSNBC’ and ‘The website
of a politically liberal online news organization or blog, such as Daily Kos or
Huffington Post’ (Mw1 = 1.16, SDw1 = 1.24, S-Bw1 = .69, Mw2 = 1.25, SDw2 = 1.61, S-Bw2
= .70, Mw3 = 1.20, SDw3 = 1.33, S-Bw3 = .73). Participants’ vote preference or lean for
Republican Party candidate Donald Trump (conservative) or Democratic Party candidate
Hillary Clinton (liberal) determined which type of news use was coded as pro-attitudinal
(Mw1 = 1.62, SDw1 = 1.41, Mw2 = 1.61, SDw2 = 1.39, Mw3 = 1.68, SDw3 = 1.45) or counterattitudinal
(Mw1 = .86, SDw1 = 1.08, Mw2 = .83, SDw2 = 1.09, Mw3 = .84, SDw3 = 1.04). Participants
who did not indicate a candidate preference were excluded from this analysis
(N = 51).

Furthermore, our cross-sectional results
showed that all waves of Facebook news use were positively related to both pro- (Wave
1: B = .55, CI: .37 to .76; Wave 2: B = .18, CI: .10 to .28; Wave 3: B = .27, CI: .17 to .38)
and counter-attitudinal online news use (Wave 1: B = .37, CI: .23 to .53; Wave 2: B
= .09, CI: .01 to .19; Wave 3: B = .10, CI: .003 to .20). Consistent with past research on
selective avoidance (Garrett et al., 2013), these cross-sectional results indicated that engaging
in online news use did not result in isolation from counter-attitudinal news sources.",NA,"The rise of SOCIAL MEDIA, and specifically FACEBOOK, as a dominant force in the flow of NEWS in the United States has led to concern that people incur greater isolation from DIVERSe perspectives through FILTER BUBBLEs (from algorithmic filtering) and ECHO","Beam, M A and Hutchens, M J and Hmielowski, J D","10.1080/1369118X.2018.1444783","Information Communication and Society","{FACEBOOK NEWS and (de)polarization: reinforcing spirals in the 2016 US election}","2018"
"238","000421@2018.nl","Yes","Here, diversity is used as independent and echo chamber as dependent variable (but only survey measures, content was not examined)","fil","media_gen","exposure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Pariser 2011","The filter bubble argument suggests algorithmic
filtering which personalizes content presented on social media and, through use
of search engines, could exacerbate the tendency for people to select media and content
which reinforce their existing preferences (Pariser, 2011)","1","1","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"social media and search engines","No",NA,"No second medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,", , , , , , ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA; NA; NA; NA",NA,NA,NA,"In a high-choice MEDIA environment, there are fears that individuals will select MEDIA and content that reinforce their existing beliefs and lead to segregation based on interest and/or partisanship. This could lead to partisan ECHO CHAMBERs among those w","Dubois, E and Blank, G","10.1080/1369118X.2018.1428656","Information Communication and Society","{The ECHO CHAMBER is overstated: the moderating effect of political interest and DIVERSe MEDIA}","2018"
"239","000532@2018.nl","Yes","The filter bubble in general was already explained in the first study (not coding it again) - nothing new regarding this in the second study specifically","fil","media_2sec","exposure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Pariser (2011)","Theoretical concepts such as Pariser’s (2011)
filter-bubble hypothesis suggest that, instead of ensuring diversity, algorithms aim
at maximizing economic gain by increasing media consumption. According to this rationale,
algorithms filter out information that is assumed to be of little interest to individual
users while presenting more content that users are more likely to consume.","2","1","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Google News","No",NA,"No second medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,", , , , , , ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA; NA; NA; NA",NA,NA,NA,"In offering personalized content geared toward users' individual interests, recommender systems are assumed to reduce NEWS DIVERSity and thus lead to partial information blindness (i.e., FILTER BUBBLEs). We conducted two exploratory studies to test the ef","Haim, M and Graefe, A and Brosius, H.-B.","10.1080/21670811.2017.1338145","Digital JOURNALISm","{Burst of the FILTER BUBBLE?: Effects of personalization on the DIVERSity of Google NEWS}","2018"
"240","001326@2017.nl","Yes","Found no filter bubble whatsoever between different agents that searched Google for information about suicide. Close to no variation was found","fil","Google search results","exposure",NA,NA,NA,NA,NA,NA,NA,NA,"URLs",NA,"Yes","Pariser (2011)","Beneficial information
(e.g., preventive content) might be excluded by the algorithm as it
is presumed to be of no vital interest to the user—the filter bubble
hypothesis (Pariser, 2011).","1","1","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Google search","Yes",NA,"No second medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"No",NA,", , , , , , ","Different Google search (different agents)",NA,NA,"Group comparison (e.g. t-test, F-test)","other","No",NA,NA,"Simulation Study","NA; NA; NA; NA",NA,"We modeled online behaviors of N = 1,200 virtual agents
using agent-based testing. We utilized a three (search history
terms: suicide-related harmful, suicide-related helpful, and
suicide-unrelated) × 2 (reactive: clicking the top-most result
link and not clicking any link) experimental design. Thus,
every experimental group consisted of 200 virtual agents.
The whole study consisted of two phases: a one-week training
phase and a subsequent test phase
In the subsequent test phase, the computer randomly chose
one agent of one of the six experimental groups. The previously
stored individual cookies for each agent were again
loaded in order to allow the search engine to identify a
revisiting user (i.e., the search history). The dependent variables
were measured for every single agent by performing two
separate neutral suicide-related terms that allow for disambiguation
(i.e., “suicide” and “suicide method” in German).",NA,"Despite evidence that suicide rates can increase after suicides are widely reported in the MEDIA, appropriate depictions of suicide in the MEDIA can help people to overcome suicidal crises and can thus elicit preventive effects. We argue on the level of i","Haim, M and Arendt, F and Scherr, S","10.1080/10410236.2015.1113484","Health Communication","{Abyss or Shelter? On the Relevance of Web Search Engines' Search Results When People Google for Suicide}","2017"
"241","001772@2016.nl","Yes","Looking at which links people shared on Facebook in different groups and their overlap. Taking into account (1) how many sources were used and (2) what ideology those sources have - so actually taking the media content into account and not only looking at the network of the users","fil","media_out","supply",NA,NA,NA,NA,NA,NA,"political orientation",NA,NA,NA,"No",NA,NA,"1","1","No","Yes","No",NA,"More than one coder",NA,NA,NA,"2","Yes","Cohen's kappa","0.876","Yes","2850","429","More than one coder","2","Facebook","Yes",NA,"No second medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,", , , , , , ",NA,NA,NA,NA,"viewpoint","No",NA,NA,"Network Analysis","NA; NA; NA; NA",NA,"Political orientation was coded as liberal or conservative if the website explicitly stated a political point of view in the title, subtitle or ‘about’ section, or if political orientation could be readily dis- cerned from the site’s content. Otherwise, the site was coded as neutral.

although the ratio of links to information resources shared by both Facebook audi- ences compared with links to information resources from only one of the two groups was about even (49.5–50.5%), the commonly shared resources were very small in number (12.2% sources were shared compared to 87.8% that were linked to by either Maddow or O’Reilly but not both),

To determine the relationship between links from the two Facebook Pages, the NodeXL software was used to aid in the network analysis. Network analysis is an emerging area of online communi- cation analysis. It is different from content analysis in that network analysis evaluates the relationships between and among units of content rather than the nature of the content itself (Guo, 2012). Using the show name as one vertex and the links generated by the audience as the second vertex, the software helped visualize the number of unique links from each Facebook Page as well as where the links overlapped.",NA,"This study evaluates the use of hyperlinks in audience discussions on the FACEBOOK Pages of two partisan cable NEWS organizations: the liberal-leaning Rachel Maddow Show and the conservative O'Reilly Factor, to investigate to what extent linking might int","Jacobson, S and Myung, E and Johnson, S L","10.1080/1369118X.2015.1064461","Information Communication and Society","{Open MEDIA or ECHO CHAMBER: the use of links in audience discussions on the FACEBOOK Pages of partisan NEWS organizations}","2016"
"242","002059@2016.nl","Yes","Echo chamber and filter bubble are treated synonymously; very elaborate measure of ideological segregation in browsing history data (although not looking at the ideology of the exact articles consumed but inferring it from news outlets' slant that was measured from audience-centred inference). Very complicated mathematical measures of ideological segregation that are only useful for trace data","fil","media_1sec","exposure",NA,NA,NA,NA,NA,NA,"Political slant",NA,NA,"Consumption channel","Yes","Pariser 2011","potentially creating “filter bubbles” (Pariser 2011) in which algorithms inadvertently amplify ideological segregation by automatically recommend- ing content an individual is likely to agree with","1","1","Yes","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Online media consumption of individuals","Yes",NA,"No second medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,", , , , , , ","Consumption channel","Mixed influence (some negative, some positive)","Comparing the ideological segregation  of articles found via different channels","Analysing browsing histories","viewpoint","Yes","Formulas on page 307 ff.","Tewksbury 2005; Lawrence, Sides, and Farrell 2010; Gentzkow and Shapiro 2011; Dandekar, Goel, and Lee 2013; Gelman and Hill 2007","Analysing browsing histories (no clear methodology in a traditional sense)","Comparing it to PWE measures; NA; NA; NA","Yes","In the absence of human ratings, there are no existing methods to reliably assess article slant with both high recall and precision.5 Since our sample has over 1.9 million articles classified as either front-section news or opinion, human labeling is not feasible. We thus follow the literature (Groseclose and Milyo 2005; Gentzkow and Shapiro 2010, 2011) and focus on the slant at the outlet level, ultimately assigning articles the polarity score of the outlet in which they were published. By doing so, we clearly lose some signal. For instance, we mislabel liberal op-eds on generally conservative news sites, and we mark neutral reporting of a breaking event as having the overall slant of the outlet. Nevertheless, such a compromise is common practice, and where possible, we attempt to mitigate any resulting biases.

Our solution is to construct an audience-based measure of outlet slant (Tewksbury 2005; Lawrence, Sides, and Farrell 2010; Gentzkow and Shapiro 2011). Specifically, we estimate the fraction of each news outlet’s readership that voted for the Republican candidate in the most recent presiden- tial election, which we call the outlet’s conservative share. Thus, left-leaning, or “liberal,” outlets have conservative shares less than about 50 percent, and right- leaning, or “conservative,” outlets have conservative shares greater than about 50 percent.

To estimate the political composition of a news outlet’s readership, we use the location of each webpage view as inferred from the IP address. We can then measure how the popularity of a news outlet varies across counties as a function of the counties’ political compositions, which in turn yields the estimates we desire.

While our measure of conservative share is admittedly imperfect, the list does seem largely consistent with commonly held beliefs on the slant of particular outlets.6 Furthermore, as shown in figure 1, our ranking of news sites is highly correlated with the survey-based measure of audience ideology derived from a Pew (2014) study.7 Among the seventeen news sources on both lists, the cor- relation was 0.81. We similarly find a correlation of 0.82 among the top twenty domains in the Gentzkow and Shapiro (2011) list based on 2008 audience data, and 0.77 correlation among the top twenty domains in the Bakshy, Messing, and Adamic (2015) list based on Facebook data. 

We now define the polarity of an individual to be the typical polarity of the news outlet that he or she visits. We then define segregation to be the expected distance between the polarity scores of two randomly selected users. This definition of segregation, which is in line with past work (Dandekar, Goel, and Lee 2013), intuitively captures the idea that segregated populations are those in which pairs of individuals are, on average, far apart.

We thus estimate segregation via a hierarchical Bayesian model (Gelman and Hill 2007), as described in more detail below",NA,"Online publishing, SOCIAL NETWORKs, and web search have dramatically lowered the costs of producing, distributing, and discovering NEWS articles. Some scholars argue that such technological changes increase exposure to DIVERSe perspectives, while others w","Flaxman, S and Goel, S and Rao, J M","10.1093/poq/nfw006","Public Opinion Quarterly","{FILTER BUBBLEs, ECHO CHAMBERs, and online NEWS consumption}","2016"
